answers,date,tags,title,user,votes
7,2012-07-05T12:24:00,"Bible,Exegesis",What does it mean to interpret the Bible literally?,Mike,17
3,2021-07-07T16:01:00,"Reference Request,Book Of Mormon,Inspiration,Doubt,Logic",What are scholarly objections to the divine inspiration of the Book of Mormon?,,17
6,2021-08-09T08:22:00,"Evangelicalism,Christian Identity","What is the theological significance of the label ""Christian"", according to evangelicals?",kutschkem,17
5,2011-08-24T01:16:00,"Lds,Book Of Mormon",What is the relationship between the Book of Mormon and the Bible?,,17
2,2012-07-17T22:04:00,"Lds,Canon,Book Of Mormon,Doctrine And Covenants,Scriptures",What works do the LDS Church recognize as Scripture?,Narnian,17
6,2012-07-19T11:00:00,"Life Of Jesus,Prophecy,Crucifixion,Death",Where was Jesus during the period from His death to resurruction?,JoaoRodrigues,17
9,2012-08-07T07:14:00,"Nature Of God,Trinity,Wisdom,Persons Of The Trinity",Why is the Trinity a Trinity?,El'endia Starman,17
15,2012-08-07T18:27:00,"Exegesis,Gospel Of John,Crucifixion,Symbolism",What is the significance of water from Jesus' side?,Monika Michael,17
3,2011-08-28T06:15:00,Nature Of God,"How is it that an unchanging and omniscient God can have ""regret"" as He did in Gen 6:7?",,17
8,2022-06-24T17:46:00,Abortion,What are the main arguments used by Christian pro-lifers to justify their stance against abortion?,Peter Turner,17
1,2011-08-23T21:29:00,Eastern Orthodox,What are the major differences between Eastern and Western Orthodox Christianities?,,17
5,2012-03-30T08:02:00,"Women,1 Corinthians,Preaching,1 Timothy",Should women give sermons?,Nok from Ghana,17
5,2012-03-31T04:28:00,"Exegesis,Prayer,Esther",Why isn't God mentioned in Esther?,Thomas Shields,17
6,2012-04-11T08:18:00,"Life Of Jesus,Crucifixion",Why did Jesus question God on the cross?,Nok,17
3,2012-02-02T05:56:00,"Trinity,Terminology,Persons Of The Trinity","When talking about the Trinity, what does ""persons"" mean?",Ampers,17
4,2012-02-11T16:42:00,"Bible,Apologetics",What evidence is there to support the position that the Bible is truly the Word of God to mankind?,Narnian,17
5,2017-11-27T18:22:00,Life Of Jesus,Why was it not necessary to break Jesus' legs during crucifixion?,Tom Au,17
3,2012-02-22T18:58:00,"Practice,Calendar,Lent","What is the connection between Mardi Gras, Fat Tuesday, Ash Wednesday, Lent, etc?",jimreed,17
3,2012-02-28T04:45:00,"Canon,Authority,Deuterocanonical Books",What deuterocanonical books are quoted in the New Testament?,Jeff B,17
2,2012-01-15T19:38:00,Bible Translation,What scholarship exists behind the WikiSource translation of the Bible?,Affable Geek,17
3,2011-08-23T20:28:00,"Daniel,Christophany","Shadrach, Meshach and Abednego - who is understood as the fourth person in the fire?",aceinthehole,17
4,2011-08-25T17:49:00,"Satan,Temptation,Omniscience",Can Satan read our minds?,Richard,17
7,2017-02-22T15:03:00,"Mosaic Law,Diet,Islam,Presbyterianism","Does Christianity allow eating pork and horse meat, which even though it is prohibited by the Jewish Law?",Joseph Ben Zacky,17
1,2017-04-05T15:45:00,"Church History,Denomination",Seeking a graphic or flowchart of the history of the formation of Christian denominations,user34498,17
2,2017-04-18T00:04:00,"Life Of Jesus,Tradition,Judaism,Historical Criticism",How common were blasphemy accusations and trials among the Jews during the time of Jesus?,Logan Baxter,17
2,2011-08-26T04:22:00,"Catholicism,Virgin Mary","How is ""Veneration"" similar or  different from ""Adoration""?",Rek,17
4,2012-01-09T17:45:00,"History,Ecumenical Council",What evidence do we have today about Christian groups not represented at the first four ecumenical councils?,brilliant,17
1,2016-10-24T15:20:00,"Catholicism,Church History,Ecclesiology,Textual Criticism,1 John",What effect did the 1897 decree regarding the Johannine Comma have on Catholic scholarship?,Nathaniel is protesting,17
1,2015-09-27T22:07:00,"Bible,Canon,Swedenborg","What writings are held as ""biblical canon"" by Swedenborgians?",Andrew,17
4,2011-08-24T22:10:00,"Sanctification,Wesley",What is Wesley's concept of Entire Sanctification?,Bruce Alderman,17
3,2015-10-28T23:46:00,"Marriage,Church Fathers,Paul Apostle,Clement Of Alexandria",Why did Clement and Eusebius believe that Paul was married?,Nathaniel is protesting,17
2,2011-08-24T23:03:00,"History,Old Testament,Protestantism,Canon",When was the OT canon as used by Protestants finalized?,Caleb,17
1,2015-11-28T20:23:00,"Life Of Jesus,Protestantism,Worship,Ten Commandments,Art",Why do some Christians object to images of Jesus?,Nathaniel is protesting,17
3,2011-11-23T14:50:00,"Reference Request,Immortality",Who never died in the Bible?,Michael R. Bailey,17
12,2011-11-29T14:38:00,"Biblical Basis,Papacy",What are the biblical arguments against the papacy and papal succession?,Narnian,17
4,2015-08-28T14:25:00,"Gospels,Tradition,Authorship,Historical Criticism","Among modern critics who believe in the attributed authorship of the Gospels, what are their arguments?",cool breeze,17
3,2015-08-31T14:41:00,"Bible,Church History,Church Fathers,Inerrancy",Who first distinguished between the inerrancy of the Bible and the inerrancy of the original autographs?,Nathaniel is protesting,17
9,2011-12-02T00:54:00,"Life Of Jesus,Protestantism,Christology,Original Sin,Baptist",How have Protestants explained how Jesus could be born of mankind and be sinless?,Jeff B,17
1,2016-04-21T01:29:00,"Christian Living,Early Church,Idolatry,Tertullian",Did Tertullian forbid Christians from being school teachers?,Nathaniel is protesting,17
3,2016-08-01T22:43:00,"Church History,Prayer,Terminology,Origin","When is the first time in church history we find a prayer ending with ""in Jesus' name, amen""?",user30170,17
1,2016-08-17T12:29:00,"History,Worship,Art,Music",Why did John Newton oppose Handel's Messiah?,Nathaniel is protesting,17
1,2015-07-17T10:21:00,"Nature Of God,Pneumatology,Early Church,Church Fathers,Ecumenical Council",Did anyone understand the Holy Spirit to be a person prior to the Council of Constantinople in AD 381?,brilliant,17
3,2015-07-21T21:59:00,"Protestantism,Monasticism",Why don't Protestants engage in monasticism?,Andrew,17
7,2014-11-06T16:30:00,"Exegesis,Communion,Words Of Jesus,Transubstantiation",Why does transubstantiation refer only to communion?,LCIII,17
8,2011-09-28T02:56:00,Islam,Is the Qur'an compatible with Christianity?,StackExchange saddens dancek,17
3,2011-09-30T16:04:00,"Prayer,Miracles,Parenting,Faith Healing",What is the justification for relying on faith healing over conventional medicine?,hammar,17
3,2015-01-22T00:43:00,"Church History,Papacy,Peter,Rome",What evidence is there that Peter was a bishop in Rome?,Brian Hitchcock,17
3,2015-01-28T16:21:00,"Bible,Prophecy,Canon,Pentecostalism",Why do Pentecostals believe in a closed canon?,Mr. Bultitude,17
2,2015-02-13T19:01:00,"Reformed Theology,Predestination,Perseverance Of Saints,Assurance Of Salvation",Do Calvinists believe they know whether they are saved?,Jas 3.1,17
2,2011-10-09T03:10:00,"Exegesis,Temple,1 Kings",What is the significance of taking hold of the horns of the altar?,Pacerier,17
5,2011-10-11T23:07:00,"Reformed Theology,Lutheranism,Total Depravity,Arminianism","How are the Calvinist, Arminian and Lutheran conceptions of Total Depravity different?",StackExchange saddens dancek,17
1,2014-07-16T02:40:00,"History,Bible Translation",Where do primary sources for the Bible reside?,Kenneth Sellen,17
2,2011-09-21T14:03:00,"Church History,Greek,Name Of Jesus","When did the pronunciation of ""Jesus"" change?",user16659,17
3,2011-09-21T21:34:00,"History,Archaeology,Joshua",How do Christians reconcile archeology with the Bible in the account of the Battle of Jericho?,Flimzy,17
1,2014-10-31T10:16:00,"Bible Translation,Septuagint",Are there any English Bible translations whose primary text for the OT is the Septuagint?,Matthew Co,17
1,2015-05-12T09:55:00,"Bible Translation,Esv,Nrsv",What’s so liberal about the NRSV?,Susan,17
10,2014-05-02T20:09:00,"Life Of Jesus,Gospels,Temple",Did God still dwell in the temple while Jesus was on Earth?,Nathan Foss,17
5,2011-09-16T16:57:00,"Biblical Basis,Old Earth Creation",What is the Biblical basis for an Old Earth?,capitalaudience.com,17
4,2011-09-18T19:21:00,"Biblical Basis,Sunday",What qualifies as work on Sunday?,Cryst,17
10,2011-09-07T20:48:00,"History,Creation",Has God created anything since he rested on the 7th day?,a_hardin,17
8,2013-12-29T18:14:00,"Lds,Jehovahs Witnesses,Exegesis,Christian Identity",What is the basis that many mainstream Christian groups justify labeling groups like the Mormons and Jehovah Witnesses as Non-Christians?,Nelson,17
3,2011-09-08T19:20:00,Church Local,"Absent apostolic succession, what is the argument for the authority of the church?",HedgeMage,17
5,2011-09-08T19:23:00,Tithe,What do you tithe from? Why tithe income?,user16659,17
7,2014-01-21T16:37:00,New Testament,Verse that mention Jesus eating meat?,Zachary,17
4,2011-08-24T07:22:00,"Bible,Apocrypha",Should a Protestant read the apocryphal books of the Bible?,Benny,17
16,2011-09-09T20:12:00,"Soteriology,Baptism,Gospel Of John,Textual Discrepancies,Ephesians","If we are saved by grace, then why does Jesus say we must be baptized in both spirit and water?",AmbiguousX,17
6,2011-09-12T17:30:00,"Nature Of God,Morality,Good And Evil","Is an action morally good because God commands it, or does God command it because it is good?",Mad Scientist,17
5,2011-09-07T15:07:00,"Nature Of God,Justice,Justification",What is the verdict on an unjust judge?,Caleb,17
3,2014-03-25T21:42:00,"Genesis,Church History,Bible Translation,Adam And Eve",Where did the notion that Adam and Eve ate an APPLE come from?,Leon Conrad,17
3,2011-09-13T13:11:00,"Original Sin,Ten Commandments,Ethics,Total Depravity,Conscience",Are our consciences trustworthy?,Caleb,17
5,2014-04-19T00:42:00,"Life Of Jesus,Historical Jesus,Preaching",How could Jesus' audience hear Jesus without audio installation?,2pietjuh2,17
3,2013-10-15T15:14:00,"Life Of Jesus,Miracles,Typology,Elisha",Were the similarities between the miracles of Elisha and Jesus deliberate or simply coincidental?,BYE,17
4,2013-10-22T01:53:00,"Catholicism,Martin Luther,Heresy,Schism",What made Luther a heretic and not a schismatic?,Peter Turner,17
5,2011-09-06T19:20:00,"Exegesis,Gospel Of John,Crucifixion",What's the significance of hyssop in John 19:29?,El'endia Starman,17
1,2013-07-16T14:07:00,Biblical Basis,"Why did the KKK ""light"" aka burn crosses?",Affable Geek,17
2,2013-07-26T07:14:00,"Catholicism,Blessings,Priests","In Catholicism, what does it mean for a priest to bless an object or person?",Andres Riofrio,17
2,2013-08-16T16:17:00,"Exegesis,Life Of Jesus,Protestantism,Gospel Of John,Jehovahs Witnesses",How do Protestants respond to the JW interpretation of John 14:28?,Flimzy,17
8,2013-09-05T03:55:00,"Biblical Basis,Denomination Survey","Which Christian groups prohibit playing cards, and what is their basis for doing so?",RSW,17
8,2013-09-12T13:03:00,"Gospel Of John,Jonah,Pharisees","Was ""No prophet ever came out of Galilee"" sarcastic?",77 Clash,17
3,2011-09-04T17:42:00,"Exegesis,Genesis,Gospel Of Matthew,Numerology,Phrase","What is the significance of ""seventy times seven""?",RCIX,17
3,2013-05-01T03:29:00,Flood Of Noah,How could animals have gotten all around the world after the flood?,Lee Sleek,17
4,2013-06-04T22:57:00,"Catholicism,Virgin Mary,Original Sin,Death",How could a sinless Mary die?,,17
5,2013-06-06T17:28:00,"Heaven,Hell,Afterlife,Purgatory,Dantes Divine Comedy",Did Dante's Divine Comedy describe or define Christian views on the afterlife?,Bruce James,17
2,2013-06-17T19:37:00,"History,Genesis,Language",What evidence is there that the Chinese script reflects a knowledge of Genesis 1-11?,Narnian,17
8,2013-06-21T14:19:00,"Protestantism,Communion,Religious Practice,Liturgy,Transubstantiation",What do Protestants who deny transubstantiation do with the remainders of wine and bread after the Eucharist?,Andremoniy,17
4,2013-07-09T02:34:00,"Protestantism,Terminology,Romans,Sola Fide","What is the Protestant belief known as ""faith alone""?",Jas 3.1,17
9,2013-04-12T21:02:00,"Catholicism,Virgin Mary",Why did God choose Mary?,Alypius,17
5,2013-04-14T02:56:00,"Bible,Church History,Early Church,Inerrancy,Infallibility",When was the Bible formally declared to be inerrant and/or infallible?,El'endia Starman,17
2,2012-11-07T14:57:00,Denomination Survey,"Which ""Church of God"" believes in ""God the Mother""?",James T,17
3,2012-12-28T23:26:00,"Apologetics,Biblical Reliability",How is the historical accuracy of the Bible defended?,David Stratton,17
4,2013-01-04T07:32:00,"Martin Luther,Lutheranism,Jews",Is it true that Martin Luther was calling for killing Hebrew people?,brilliant,17
2,2013-01-09T19:31:00,"Biblical Basis,Comparative Christianity,Freemasonry",Why is Freemasonry considered by many evangelicals to be incompatible with Christianity?,Narnian,17
4,2011-08-31T03:05:00,"Translation,Exegesis",Hebrew OT translation to Greek NT,Ray,17
5,2011-08-31T08:46:00,"History,Christmas,Birth Of Jesus,Historical Jesus",On which date was Christ born?,Flimzy,17
10,2013-02-25T03:24:00,"Heaven,Hell,Apologetics",How can Heaven exist if we know that people in Hell will suffer?,Anon,17
4,2011-08-31T19:18:00,"Catholicism,Virgin Mary,Mariology,Intercession Of Saints",Why do Catholics put so much faith in the Virgin Mary?,capitalaudience.com,17
4,2012-11-01T20:15:00,Satan,What is the origin of the Devil's red pointy costume and pitchfork?,Affable Geek,17
3,2013-03-17T06:28:00,"Catholicism,Sin","In Catholicism, what are the different kinds of sins?",,17
5,2011-08-31T22:22:00,"Biblical Basis,Creation,Young Earth Creation","What is Young-Earth Creationism, and how is it supported?",Flimzy,17
1,2013-04-01T20:19:00,"Old Testament,Moses",What is the religion of the Midian people?,exxodus7,17
4,2013-04-09T20:50:00,"Church History,Protestantism,Papacy,Antichrist",What is a brief history on the idea that the Pope is the Antichrist?,,17
4,2012-10-16T15:13:00,"Old Testament,Numbers",Why did God become angry with Balaam?,Filipe Roberto,17
3,2012-10-31T18:28:00,"History,Paul Apostle,Tradition",What evidence is there that the Apostle Paul had been a member of the Sanhedrin?,Narnian,17
7,2012-10-31T19:03:00,"Paul Apostle,Church History",What is the evidence that suggests that the Apostle Paul was married?,Narnian,17
6,2012-07-13T05:35:00,"Old Testament,Trinity,Isaiah",Why is Jesus the Son called the Father in Isaiah 9:6?,Mike,16
2,2011-08-27T18:45:00,"Creation,Genesis",Why did God create such complexity in man?,monba,16
3,2012-07-21T22:15:00,Diet,Are there any specific food / slaughter / butchery / preparation rites in Christianity?,Marc Gravell,16
7,2012-08-07T08:04:00,"Exegesis,Protestantism,Christology,Proverbs,Wisdom","According to trinitarians, especially Protestants, who is Wisdom in Proverbs?",El'endia Starman,16
8,2012-08-22T18:17:00,"Resurrection Of Jesus,Ascension",Why the resurrection?,msh210,16
3,2012-09-11T21:53:00,Paul Apostle,"Scholarly discussion of claims that Paul is a ""false apostle""",Peter F.,16
2,2012-09-14T07:03:00,"Life Of Jesus,Music,Jesus Christ Superstar",Did Jesus ever sing?,Alexander,16
3,2012-09-26T03:23:00,"Catholicism,Children,Confession",Do Catholic priests have to report child abuse confessed in secret?,Peter Turner,16
2,2012-10-01T10:31:00,"Hell,Jehovahs Witnesses,Annihilationism",Do Jehovah's Witnesses believe in annihilation?,Caleb,16
6,2012-10-09T19:38:00,"Catholicism,Heresy,Universalism",Does the Catholic Church oppose universalism?,Peter Turner,17
3,2011-08-29T19:08:00,"Biblical Basis,Jehovahs Witnesses,Afterlife,Earth",How do Jehovah Witnesses support scripturely the idea that humans will live on earth after death?,capitalaudience.com,17
